Product_Name,Product_Link,Product_Price
"Motorola g72 (Polar Blue, 128 GB)",https://www.flipkart.com/motorola-g72-polar-blue-128-gb/p/itmec1a028ad0f56?pid=MOBGEA3CTXXRVKET&lid=LSTMOBGEA3CTXXRVKETZALAN2&marketplace=FLIPKART&q=motorola+mobile&store=tyy%2F4io&srno=s_2_47&otracker=search&otracker1=search&fm=Search&iid=52360e85-3d76-4ef3-adb8-f54bfd97a62b.MOBGEA3CTXXRVKET.SEARCH&ppt=sp&ppn=sp&ssid=dgmcqa56k00000001731655681258&qH=979dd593b8c05a74,"₹21,999"
"Motorola g72 (Meteorite Grey, 128 GB)",https://www.flipkart.com/motorola-g72-meteorite-grey-128-gb/p/itmfdcdb92509900?pid=MOBGEA3C9GGKUFY6&lid=LSTMOBGEA3C9GGKUFY6JEMKS8&marketplace=FLIPKART&q=motorola+mobile&store=tyy%2F4io&srno=s_2_48&otracker=search&otracker1=search&fm=Search&iid=52360e85-3d76-4ef3-adb8-f54bfd97a62b.MOBGEA3C9GGKUFY6.SEARCH&ppt=sp&ppn=sp&ssid=dgmcqa56k00000001731655681258&qH=979dd593b8c05a74,"₹21,999"
"Motorola G62 5G (Frosted Blue, 128 GB)",https://www.flipkart.com/motorola-g62-5g-frosted-blue-128-gb/p/itm914ff5c9b9aaf?pid=MOBGEDT5BYG68GNS&lid=LSTMOBGEDT5BYG68GNSNSIHII&marketplace=FLIPKART&q=motorola+mobile&store=tyy%2F4io&srno=s_3_49&otracker=search&otracker1=search&fm=Search&iid=5716111b-59e7-40ab-8416-7322383be020.MOBGEDT5BYG68GNS.SEARCH&ppt=sp&ppn=sp&ssid=47byh98na80000001731655695998&qH=979dd593b8c05a74,"₹24,999"
"MOTOROLA g82 5G(White Lily, 128 GB)",https://www.flipkart.com/motorola-g82-5g-white-lily-128-gb/p/itm0ff99785d62ad?pid=MOBGBEU72QZHCSQZ&lid=LSTMOBGBEU72QZHCSQZKLVNDV&marketplace=FLIPKART&q=motorola+mobile&store=tyy%2F4io&srno=s_3_50&otracker=search&otracker1=search&fm=Search&iid=5716111b-59e7-40ab-8416-7322383be020.MOBGBEU72QZHCSQZ.SEARCH&ppt=sp&ppn=sp&ssid=47byh98na80000001731655695998&qH=979dd593b8c05a74,"₹23,999"
"Motorola Edge 30 (Aurora Green, 128 GB)",https://www.flipkart.com/motorola-edge-30-aurora-green-128-gb/p/itm365d09ff88e9f?pid=MOBGAKFYXEMTSPWM&lid=LSTMOBGAKFYXEMTSPWMXPSBRO&marketplace=FLIPKART&q=motorola+mobile&store=tyy%2F4io&srno=s_3_51&otracker=search&otracker1=search&fm=Search&iid=5716111b-59e7-40ab-8416-7322383be020.MOBGAKFYXEMTSPWM.SEARCH&ppt=sp&ppn=sp&ssid=47byh98na80000001731655695998&qH=979dd593b8c05a74,"₹26,999
₹34,99922% off"
"Motorola Edge 30 (Meteor Grey, 128 GB)",https://www.flipkart.com/motorola-edge-30-meteor-grey-128-gb/p/itmb93fab2af209f?pid=MOBGAKFYPFFYGUTP&lid=LSTMOBGAKFYPFFYGUTPQXPLKW&marketplace=FLIPKART&q=motorola+mobile&store=tyy%2F4io&srno=s_3_52&otracker=search&otracker1=search&fm=Search&iid=5716111b-59e7-40ab-8416-7322383be020.MOBGAKFYPFFYGUTP.SEARCH&ppt=sp&ppn=sp&ssid=47byh98na80000001731655695998&qH=979dd593b8c05a74,"₹26,999
₹34,99922% off"
"MOTOROLA g82 5G (Meterorite Grey, 128 GB)",https://www.flipkart.com/motorola-g82-5g-meterorite-grey-128-gb/p/itm5bb1479d09678?pid=MOBGBEU7M8JS7BUA&lid=LSTMOBGBEU7M8JS7BUAZS9JOH&marketplace=FLIPKART&q=motorola+mobile&store=tyy%2F4io&srno=s_3_53&otracker=search&otracker1=search&fm=Search&iid=5716111b-59e7-40ab-8416-7322383be020.MOBGBEU7M8JS7BUA.SEARCH&ppt=sp&ppn=sp&ssid=47byh98na80000001731655695998&qH=979dd593b8c05a74,"₹25,999"
"MOTOROLA g82 5G (White Lily, 128 GB)",https://www.flipkart.com/motorola-g82-5g-white-lily-128-gb/p/itm08f3db37545ae?pid=MOBGBEU7KZR9AGHS&lid=LSTMOBGBEU7KZR9AGHSGXPDRX&marketplace=FLIPKART&q=motorola+mobile&store=tyy%2F4io&srno=s_3_55&otracker=search&otracker1=search&fm=Search&iid=5716111b-59e7-40ab-8416-7322383be020.MOBGBEU7KZR9AGHS.SEARCH&ppt=sp&ppn=sp&ssid=47byh98na80000001731655695998&qH=979dd593b8c05a74,"₹25,999"
"Motorola Edge 30 Pro (Stardust White, 128 GB)",https://www.flipkart.com/motorola-edge-30-pro-stardust-white-128-gb/p/itmc60ad815a2cbd?pid=MOBG9CKYEEUCNHUM&lid=LSTMOBG9CKYEEUCNHUMJDG8TW&marketplace=FLIPKART&q=motorola+mobile&store=tyy%2F4io&srno=s_3_57&otracker=search&otracker1=search&fm=Search&iid=5716111b-59e7-40ab-8416-7322383be020.MOBG9CKYEEUCNHUM.SEARCH&ppt=sp&ppn=sp&ssid=47byh98na80000001731655695998&qH=979dd593b8c05a74,"₹34,999
₹55,99937% off"
"Motorola Edge 20 Fusion 5G (Electric Graphite, 128 GB)",https://www.flipkart.com/motorola-edge-20-fusion-5g-electric-graphite-128-gb/p/itm9c497fb2ea3f0?pid=MOBGYK4MZG9UNZYH&lid=LSTMOBGYK4MZG9UNZYHZFS5EB&marketplace=FLIPKART&q=motorola+mobile&store=tyy%2F4io&srno=s_3_58&otracker=search&otracker1=search&fm=Search&iid=5716111b-59e7-40ab-8416-7322383be020.MOBGYK4MZG9UNZYH.SEARCH&ppt=sp&ppn=sp&ssid=47byh98na80000001731655695998&qH=979dd593b8c05a74,"₹20,999
₹25,99919% off"
"Motorola Razr (Black, 128 GB)",https://www.flipkart.com/motorola-razr-black-128-gb/p/itm4c4bee7d49861?pid=MOBFZZC4AWRCPCQY&lid=LSTMOBFZZC4AWRCPCQYMRFCGL&marketplace=FLIPKART&q=motorola+mobile&store=tyy%2F4io&srno=s_3_59&otracker=search&otracker1=search&fm=Search&iid=5716111b-59e7-40ab-8416-7322383be020.MOBFZZC4AWRCPCQY.SEARCH&ppt=sp&ppn=sp&ssid=47byh98na80000001731655695998&qH=979dd593b8c05a74,"₹1,49,999"
"Motorola Edge 50 Pro 5G with 68W Charger (Vanilla Cream, 256 GB)",https://www.flipkart.com/motorola-edge-50-pro-5g-68w-charger-vanilla-cream-256-gb/p/itm13845054e0959?pid=MOBH2YWHMXUAFGDG&lid=LSTMOBH2YWHMXUAFGDGWYRILM&marketplace=FLIPKART&q=motorola+mobile&store=tyy%2F4io&srno=s_3_60&otracker=search&otracker1=search&fm=Search&iid=5716111b-59e7-40ab-8416-7322383be020.MOBH2YWHMXUAFGDG.SEARCH&ppt=sp&ppn=sp&ssid=47byh98na80000001731655695998&qH=979dd593b8c05a74,"₹27,999
₹36,99924% off"
"MOTOROLA razr 40 Ultra (Viva Magenta, 256 GB)",https://www.flipkart.com/motorola-razr-40-ultra-viva-magenta-256-gb/p/itm66b6234c67a82?pid=MOBHYFU6F6Z5XP56&lid=LSTMOBHYFU6F6Z5XP56H0HVZX&marketplace=FLIPKART&q=motorola+mobile&store=tyy%2F4io&srno=s_3_61&otracker=search&otracker1=search&fm=Search&iid=5716111b-59e7-40ab-8416-7322383be020.MOBHYFU6F6Z5XP56.SEARCH&ppt=sp&ppn=sp&ssid=47byh98na80000001731655695998&qH=979dd593b8c05a74,"₹54,990
₹1,19,99954% off"
"MOTOROLA razr 40 (Sage Green, 256 GB)",https://www.flipkart.com/motorola-razr-40-sage-green-256-gb/p/itmda14e9db60434?pid=MOBGZ5MFMWMGTNZP&lid=LSTMOBGZ5MFMWMGTNZPYMAKEG&marketplace=FLIPKART&q=motorola+mobile&store=tyy%2F4io&srno=s_3_62&otracker=search&otracker1=search&fm=Search&iid=5716111b-59e7-40ab-8416-7322383be020.MOBGZ5MFMWMGTNZP.SEARCH&ppt=sp&ppn=sp&ssid=47byh98na80000001731655695998&qH=979dd593b8c05a74,"₹44,995
₹99,99955% off"
"MOTOROLA razr 40 (Summer Lilac, 256 GB)",https://www.flipkart.com/motorola-razr-40-summer-lilac-256-gb/p/itmda14e9db60434?pid=MOBGZ5M74FBH6GZX&lid=LSTMOBGZ5M74FBH6GZXAYYDBX&marketplace=FLIPKART&q=motorola+mobile&store=tyy%2F4io&srno=s_3_63&otracker=search&otracker1=search&fm=Search&iid=5716111b-59e7-40ab-8416-7322383be020.MOBGZ5M74FBH6GZX.SEARCH&ppt=sp&ppn=sp&ssid=47byh98na80000001731655695998&qH=979dd593b8c05a74,"₹44,999
₹99,99955% off"
"Motorola Edge 40 Neo (Soothing Sea, 256 GB)",https://www.flipkart.com/motorola-edge-40-neo-soothing-sea-256-gb/p/itm5bd7da24f41ef?pid=MOBGQFX6H2H2UHFZ&lid=LSTMOBGQFX6H2H2UHFZML9ANG&marketplace=FLIPKART&q=motorola+mobile&store=tyy%2F4io&srno=s_3_67&otracker=search&otracker1=search&fm=Search&iid=5716111b-59e7-40ab-8416-7322383be020.MOBGQFX6H2H2UHFZ.SEARCH&ppt=sp&ppn=sp&ssid=47byh98na80000001731655695998&qH=979dd593b8c05a74,"₹24,999
₹29,99916% off"
"Motorola Edge 40 (Lunar Blue, 256 GB)",https://www.flipkart.com/motorola-edge-40-lunar-blue-256-gb/p/itm32e082b2d4213?pid=MOBGKHNBYGH5KHJ9&lid=LSTMOBGKHNBYGH5KHJ9JGONZB&marketplace=FLIPKART&q=motorola+mobile&store=tyy%2F4io&srno=s_3_68&otracker=search&otracker1=search&fm=Search&iid=5716111b-59e7-40ab-8416-7322383be020.MOBGKHNBYGH5KHJ9.SEARCH&ppt=sp&ppn=sp&ssid=47byh98na80000001731655695998&qH=979dd593b8c05a74,"₹26,999
₹34,99922% off"
"Motorola Edge 40 (Eclipse Black, 256 GB)",https://www.flipkart.com/motorola-edge-40-eclipse-black-256-gb/p/itmbe5b18bf1f229?pid=MOBGKHNBY3JZJHTB&lid=LSTMOBGKHNBY3JZJHTBAAOHOJ&marketplace=FLIPKART&q=motorola+mobile&store=tyy%2F4io&srno=s_3_69&otracker=search&otracker1=search&fm=Search&iid=5716111b-59e7-40ab-8416-7322383be020.MOBGKHNBY3JZJHTB.SEARCH&ppt=sp&ppn=sp&ssid=47byh98na80000001731655695998&qH=979dd593b8c05a74,"₹26,999
₹34,99922% off"
"Motorola Edge 30 Ultra (Interstellar Black, 256 GB)",https://www.flipkart.com/motorola-edge-30-ultra-interstellar-black-256-gb/p/itm54434f08345f3?pid=MOBGGAPRC96YFDSH&lid=LSTMOBGGAPRC96YFDSHMNOKD5&marketplace=FLIPKART&q=motorola+mobile&store=tyy%2F4io&srno=s_3_70&otracker=search&otracker1=search&fm=Search&iid=5716111b-59e7-40ab-8416-7322383be020.MOBGGAPRC96YFDSH.SEARCH&ppt=sp&ppn=sp&ssid=47byh98na80000001731655695998&qH=979dd593b8c05a74,"₹39,999
₹74,99946% off"
"Motorola Edge 30 Ultra (Starlight White, 256 GB)",https://www.flipkart.com/motorola-edge-30-ultra-starlight-white-256-gb/p/itm055386afc6641?pid=MOBGGAPR2KCFCTPT&lid=LSTMOBGGAPR2KCFCTPTRBTVPX&marketplace=FLIPKART&q=motorola+mobile&store=tyy%2F4io&srno=s_3_71&otracker=search&otracker1=search&fm=Search&iid=5716111b-59e7-40ab-8416-7322383be020.MOBGGAPR2KCFCTPT.SEARCH&ppt=sp&ppn=sp&ssid=47byh98na80000001731655695998&qH=979dd593b8c05a74,"₹39,999
₹74,99946% off"
"Motorola Edge 30 Ultra (Starlight White, 128 GB)",https://www.flipkart.com/motorola-edge-30-ultra-starlight-white-128-gb/p/itmfa7c7c01456e6?pid=MOBGFGM2GRYGBEPH&lid=LSTMOBGFGM2GRYGBEPHL5ASGI&marketplace=FLIPKART&q=motorola+mobile&store=tyy%2F4io&srno=s_3_72&otracker=search&otracker1=search&fm=Search&iid=5716111b-59e7-40ab-8416-7322383be020.MOBGFGM2GRYGBEPH.SEARCH&ppt=sp&ppn=sp&ssid=47byh98na80000001731655695998&qH=979dd593b8c05a74,"₹34,999
₹69,99950% off"
"Motorola Edge 30 Ultra (Interstellar Black, 128 GB)",https://www.flipkart.com/motorola-edge-30-ultra-interstellar-black-128-gb/p/itm36c69ef9d1313?pid=MOBGFGM2PHKKGB78&lid=LSTMOBGFGM2PHKKGB78JMYJZG&marketplace=FLIPKART&q=motorola+mobile&store=tyy%2F4io&srno=s_4_73&otracker=search&otracker1=search&fm=Search&iid=143adf21-ff30-4af4-985e-1d8ffed31442.MOBGFGM2PHKKGB78.SEARCH&ppt=sp&ppn=sp&ssid=9d0bgc7yo00000001731655708832&qH=979dd593b8c05a74,"₹34,999
₹69,99950% off"
"Motorola edge 30 (Aurora Green, 128 GB)",https://www.flipkart.com/motorola-edge-30-aurora-green-128-gb/p/itm819f84fdde956?pid=MOBGDCYGSKMGHQTA&lid=LSTMOBGDCYGSKMGHQTAQJVBYV&marketplace=FLIPKART&q=motorola+mobile&store=tyy%2F4io&spotlightTagId=TrendingId_tyy%2F4io&srno=s_4_74&otracker=search&otracker1=search&fm=Search&iid=143adf21-ff30-4af4-985e-1d8ffed31442.MOBGDCYGSKMGHQTA.SEARCH&ppt=sp&ppn=sp&ssid=9d0bgc7yo00000001731655708832&qH=979dd593b8c05a74,"₹24,999
₹30,99919% off"
"Motorola G60 (Soft Silver, 128 GB)",https://www.flipkart.com/motorola-g60-soft-silver-128-gb/p/itm7d158ff189510?pid=MOBG9CJ6G5GCFAH4&lid=LSTMOBG9CJ6G5GCFAH4307SCH&marketplace=FLIPKART&q=motorola+mobile&store=tyy%2F4io&srno=s_4_75&otracker=search&otracker1=search&fm=Search&iid=143adf21-ff30-4af4-985e-1d8ffed31442.MOBG9CJ6G5GCFAH4.SEARCH&ppt=sp&ppn=sp&ssid=9d0bgc7yo00000001731655708832&qH=979dd593b8c05a74,"₹21,999"
"Motorola G60 (Moonless, 128 GB)",https://www.flipkart.com/motorola-g60-moonless-128-gb/p/itma894654fddb46?pid=MOBG9CJ6KRYW4NJT&lid=LSTMOBG9CJ6KRYW4NJTY69USP&marketplace=FLIPKART&q=motorola+mobile&store=tyy%2F4io&srno=s_4_76&otracker=search&otracker1=search&fm=Search&iid=143adf21-ff30-4af4-985e-1d8ffed31442.MOBG9CJ6KRYW4NJT.SEARCH&ppt=sp&ppn=sp&ssid=9d0bgc7yo00000001731655708832&qH=979dd593b8c05a74,"₹21,900
₹21,999"
"Motorola Edge 20 5G (Frosted Onyx, 128 GB)",https://www.flipkart.com/motorola-edge-20-5g-frosted-onyx-128-gb/p/itm3d9e9c080a1bf?pid=MOBG6W3K2HHNFCJU&lid=LSTMOBG6W3K2HHNFCJUHSHLBT&marketplace=FLIPKART&q=motorola+mobile&store=tyy%2F4io&srno=s_4_77&otracker=search&otracker1=search&fm=Search&iid=143adf21-ff30-4af4-985e-1d8ffed31442.MOBG6W3K2HHNFCJU.SEARCH&ppt=sp&ppn=sp&ssid=9d0bgc7yo00000001731655708832&qH=979dd593b8c05a74,"₹20,999
₹34,99940% off"
"MOTOROLA G71 5G (Arctic Blue, 128 GB)",https://www.flipkart.com/motorola-g71-5g-arctic-blue-128-gb/p/itm725289299f711?pid=MOBG6FWDJKXCTBV4&q=motorola+mobile&store=tyy%2F4io&srno=s_4_78&otracker=search&otracker1=search&fm=Search&iid=143adf21-ff30-4af4-985e-1d8ffed31442.MOBG6FWDJKXCTBV4.SEARCH&ppt=sp&ppn=sp&ssid=9d0bgc7yo00000001731655708832&qH=979dd593b8c05a74,Price: Not Available
"MOTOROLA G71 5G (Neptune Green, 128 GB)",https://www.flipkart.com/motorola-g71-5g-neptune-green-128-gb/p/itmf4001ad9b6a40?pid=MOBG6FWD9GYP3VWJ&lid=LSTMOBG6FWD9GYP3VWJQ7OTRC&marketplace=FLIPKART&q=motorola+mobile&store=tyy%2F4io&srno=s_4_79&otracker=search&otracker1=search&fm=Search&iid=143adf21-ff30-4af4-985e-1d8ffed31442.MOBG6FWD9GYP3VWJ.SEARCH&ppt=sp&ppn=sp&ssid=9d0bgc7yo00000001731655708832&qH=979dd593b8c05a74,"₹21,999"
"Motorola Edge 20 5G (Frosted Pearl, 128 GB)",https://www.flipkart.com/motorola-edge-20-5g-frosted-pearl-128-gb/p/itm82ddb896fce7f?pid=MOBGYK55HBGMBW25&lid=LSTMOBGYK55HBGMBW25MOYTAP&marketplace=FLIPKART&q=motorola+mobile&store=tyy%2F4io&srno=s_4_80&otracker=search&otracker1=search&fm=Search&iid=143adf21-ff30-4af4-985e-1d8ffed31442.MOBGYK55HBGMBW25.SEARCH&ppt=sp&ppn=sp&ssid=9d0bgc7yo00000001731655708832&qH=979dd593b8c05a74,"₹20,999
₹34,99940% off"
"Motorola Edge 20 5G (Frosted Emerald, 128 GB)",https://www.flipkart.com/motorola-edge-20-5g-frosted-emerald-128-gb/p/itm8f91196e54e6e?pid=MOBGYK55KQWBAM7G&lid=LSTMOBGYK55KQWBAM7GM2M9RS&marketplace=FLIPKART&q=motorola+mobile&store=tyy%2F4io&srno=s_4_81&otracker=search&otracker1=search&fm=Search&iid=143adf21-ff30-4af4-985e-1d8ffed31442.MOBGYK55KQWBAM7G.SEARCH&ppt=sp&ppn=sp&ssid=9d0bgc7yo00000001731655708832&qH=979dd593b8c05a74,"₹27,999
₹34,99920% off"
"Motorola Edge 20 Pro 5G (Midnight Sky, 128 GB)",https://www.flipkart.com/motorola-edge-20-pro-5g-midnight-sky-128-gb/p/itmf48a9ee95c2e2?pid=MOBGYK5FC23JMY6B&lid=LSTMOBGYK5FC23JMY6BN1WB5R&marketplace=FLIPKART&q=motorola+mobile&store=tyy%2F4io&srno=s_4_82&otracker=search&otracker1=search&fm=Search&iid=143adf21-ff30-4af4-985e-1d8ffed31442.MOBGYK5FC23JMY6B.SEARCH&ppt=sp&ppn=sp&ssid=9d0bgc7yo00000001731655708832&qH=979dd593b8c05a74,"₹29,999
₹45,99934% off"
"Motorola Edge 20 Pro 5G (Iridescent Cloud, 128 GB)",https://www.flipkart.com/motorola-edge-20-pro-5g-iridescent-cloud-128-gb/p/itmad3fd92aa07dd?pid=MOBGYK5F9DAXGRKN&lid=LSTMOBGYK5F9DAXGRKNWBOTXR&marketplace=FLIPKART&q=motorola+mobile&store=tyy%2F4io&srno=s_4_83&otracker=search&otracker1=search&fm=Search&iid=143adf21-ff30-4af4-985e-1d8ffed31442.MOBGYK5F9DAXGRKN.SEARCH&ppt=sp&ppn=sp&ssid=9d0bgc7yo00000001731655708832&qH=979dd593b8c05a74,"₹29,999
₹45,99934% off"
"Motorola Edge 20 Fusion 5G (Cyber Teal, 128 GB)",https://www.flipkart.com/motorola-edge-20-fusion-5g-cyber-teal-128-gb/p/itm43d77afc0695d?pid=MOBGYK4MMFJDFGJE&lid=LSTMOBGYK4MMFJDFGJEUSEL5N&marketplace=FLIPKART&q=motorola+mobile&store=tyy%2F4io&spotlightTagId=TrendingId_tyy%2F4io&srno=s_4_84&otracker=search&otracker1=search&fm=Search&iid=143adf21-ff30-4af4-985e-1d8ffed31442.MOBGYK4MMFJDFGJE.SEARCH&ppt=sp&ppn=sp&ssid=9d0bgc7yo00000001731655708832&qH=979dd593b8c05a74,"₹20,999
₹25,99919% off"
"MOTOROLA Moto G 5G (Volcanic Grey, 128 GB)",https://www.flipkart.com/motorola-moto-g-5g-volcanic-grey-128-gb/p/itm5bafe435ec358?pid=MOBFTZE7GER2URWX&lid=LSTMOBFTZE7GER2URWX3EE630&marketplace=FLIPKART&q=motorola+mobile&store=tyy%2F4io&srno=s_4_85&otracker=search&otracker1=search&fm=Search&iid=143adf21-ff30-4af4-985e-1d8ffed31442.MOBFTZE7GER2URWX.SEARCH&ppt=sp&ppn=sp&ssid=9d0bgc7yo00000001731655708832&qH=979dd593b8c05a74,"₹24,999"
"MOTOROLA Moto G 5G (Frosted Silver, 128 GB)",https://www.flipkart.com/motorola-moto-g-5g-frosted-silver-128-gb/p/itmd01e39924e78a?pid=MOBFTZE7GSGZFGZN&lid=LSTMOBFTZE7GSGZFGZNXBDWYY&marketplace=FLIPKART&q=motorola+mobile&store=tyy%2F4io&srno=s_4_86&otracker=search&otracker1=search&fm=Search&iid=143adf21-ff30-4af4-985e-1d8ffed31442.MOBFTZE7GSGZFGZN.SEARCH&ppt=sp&ppn=sp&ssid=9d0bgc7yo00000001731655708832&qH=979dd593b8c05a74,"₹24,999"
"MOTOROLA Motorola One Vision (Sapphire Gradient, 128 GB)",https://www.flipkart.com/motorola-one-vision-sapphire-gradient-128-gb/p/itmfhr73hytj4hcf?pid=MOBFFUJ8J7B9EPYT&lid=LSTMOBFFUJ8J7B9EPYTAUGKCT&marketplace=FLIPKART&q=motorola+mobile&store=tyy%2F4io&srno=s_4_87&otracker=search&otracker1=search&fm=Search&iid=143adf21-ff30-4af4-985e-1d8ffed31442.MOBFFUJ8J7B9EPYT.SEARCH&ppt=sp&ppn=sp&ssid=9d0bgc7yo00000001731655708832&qH=979dd593b8c05a74,"₹21,999
₹22,9994% off"
"MOTOROLA Moto X4 (Super Black, 32 GB)",https://www.flipkart.com/motorola-moto-x4-super-black-32-gb/p/itmezjxfaefeyrm2?pid=MOBEZ9U3UHPJAHHJ&lid=LSTMOBEZ9U3UHPJAHHJVKY5UR&marketplace=FLIPKART&q=motorola+mobile&store=tyy%2F4io&srno=s_4_88&otracker=search&otracker1=search&fm=Search&iid=143adf21-ff30-4af4-985e-1d8ffed31442.MOBEZ9U3UHPJAHHJ.SEARCH&ppt=sp&ppn=sp&ssid=9d0bgc7yo00000001731655708832&qH=979dd593b8c05a74,"₹21,999"
"MOTOROLA Moto X4 (Sterling Blue, 64 GB)",https://www.flipkart.com/motorola-moto-x4-sterling-blue-64-gb/p/itmezjzdhfvzc5jj?pid=MOBEZ9U3KMSV2Z6T&lid=LSTMOBEZ9U3KMSV2Z6TKMJ0H7&marketplace=FLIPKART&q=motorola+mobile&store=tyy%2F4io&srno=s_4_89&otracker=search&otracker1=search&fm=Search&iid=143adf21-ff30-4af4-985e-1d8ffed31442.MOBEZ9U3KMSV2Z6T.SEARCH&ppt=sp&ppn=sp&ssid=9d0bgc7yo00000001731655708832&qH=979dd593b8c05a74,"₹23,999"
"MOTOROLA Moto X (2nd Generation) (Black Leather, 16 GB)",https://www.flipkart.com/motorola-moto-x-2nd-generation-black-leather-16-gb/p/itmevt7pswhqcw2y?pid=MOBDZ7WZFXPXWFE8&lid=LSTMOBDZ7WZFXPXWFE86AXC5L&marketplace=FLIPKART&q=motorola+mobile&store=tyy%2F4io&srno=s_4_90&otracker=search&otracker1=search&fm=Search&iid=143adf21-ff30-4af4-985e-1d8ffed31442.MOBDZ7WZFXPXWFE8.SEARCH&ppt=sp&ppn=sp&ssid=9d0bgc7yo00000001731655708832&qH=979dd593b8c05a74,"₹23,999"
"(Refurbished) MOTOROLA Edge 40 (Viva Magenta, 256 GB)",https://www.flipkart.com/refurbished-motorola-edge-40-viva-magenta-256-gb/p/itm6f83a517f4dc1?pid=MFRH4ZCHSEMQGSCK&lid=LSTMFRH4ZCHSEMQGSCKBSFOJU&marketplace=FLIPKART&bu=REFURBISHED&q=motorola+mobile&store=tyy%2F4io&srno=s_4_91&otracker=search&otracker1=search&fm=Search&iid=143adf21-ff30-4af4-985e-1d8ffed31442.MFRH4ZCHSEMQGSCK.SEARCH&ppt=sp&ppn=sp&ssid=9d0bgc7yo00000001731655708832&qH=979dd593b8c05a74,"₹21,299
₹34,99939% off"
"(Refurbished) MOTOROLA Edge 50 Pro 5G (Luxe Lavender, 256 GB)",https://www.flipkart.com/refurbished-motorola-edge-50-pro-5g-luxe-lavender-256-gb/p/itm4c9dbc7f3cbbf?pid=MFRH4ZCHGJATGR95&lid=LSTMFRH4ZCHGJATGR95MBEZZJ&marketplace=FLIPKART&bu=REFURBISHED&q=motorola+mobile&store=tyy%2F4io&srno=s_4_92&otracker=search&otracker1=search&fm=Search&iid=143adf21-ff30-4af4-985e-1d8ffed31442.MFRH4ZCHGJATGR95.SEARCH&ppt=sp&ppn=sp&ssid=9d0bgc7yo00000001731655708832&qH=979dd593b8c05a74,"₹22,999
₹36,99937% off"
"(Refurbished) MOTOROLA Edge 20 Pro 5G (Iridescent Cloud, 128 GB)",https://www.flipkart.com/refurbished-motorola-edge-20-pro-5g-iridescent-cloud-128-gb/p/itmf714f214081f4?pid=MFRHYQ7SXU5JGX2T&lid=LSTMFRHYQ7SXU5JGX2TUJKD3X&marketplace=FLIPKART&bu=REFURBISHED&q=motorola+mobile&store=tyy%2F4io&srno=s_4_93&otracker=search&otracker1=search&fm=Search&iid=143adf21-ff30-4af4-985e-1d8ffed31442.MFRHYQ7SXU5JGX2T.SEARCH&ppt=sp&ppn=sp&ssid=9d0bgc7yo00000001731655708832&qH=979dd593b8c05a74,"₹21,999
₹44,99951% off"
"(Refurbished) MOTOROLA Edge 30 Ultra (Interstellar Black, 256 GB)",https://www.flipkart.com/refurbished-motorola-edge-30-ultra-interstellar-black-256-gb/p/itm25d3cc6b53e2c?pid=MFRHYQ7SHSJ2BXQR&lid=LSTMFRHYQ7SHSJ2BXQRCYTVAK&marketplace=FLIPKART&bu=REFURBISHED&q=motorola+mobile&store=tyy%2F4io&srno=s_4_94&otracker=search&otracker1=search&fm=Search&iid=143adf21-ff30-4af4-985e-1d8ffed31442.MFRHYQ7SHSJ2BXQR.SEARCH&ppt=sp&ppn=sp&ssid=9d0bgc7yo00000001731655708832&qH=979dd593b8c05a74,"₹29,999
₹49,99940% off"
